"Municipal and City Level Small Area Poverty Estimates; 2006, 2009 and 2012",,,,,,,,,,,,,,,,,,,,,,,,,,
Region/Province,,,Municipality/City,,,,,,,Poverty Incidence,,,,,,Coefficient of Variation*,,,,90% Confidence Interval,,,,,,
,,,,,,,,,,,,,,,,,,,,2006,,2009,,2012,,
,,,San Fernando,,,,,,,31.0,,26.2,,20.7,,9.7,13.2,11.5,,26.1,36.0,20.5,31.9,16.7,24.6,
,,,San Francisco,,,,,,,60.7,,59.5,,49.3,,6.8,6.8,8.2,,53.9,67.4,52.8,66.1,42.7,56.0,
,,,San Remigio,,,,,,,50.8,,45.7,,27.3,,6.1,7.0,9.6,,45.7,56.0,40.4,50.9,23.0,31.6,
,,,Santa Fe,,,,,,,65.0,,56.2,,39.8,,7.3,9.6,9.5,,57.3,72.8,47.4,65.1,33.6,46.0,
,,,Santander,,,,,,,56.3,,41.9,,27.9,,9.3,10.1,11.6,,47.7,64.9,35.0,48.8,22.6,33.3,
,,,Sibonga,,,,,,,42.2,,41.8,,25.7,,8.9,7.7,9.5,,36.0,48.4,36.5,47.1,21.7,29.7,
,,,Sogod,,,,,,,44.6,,44.7,,33.4,,10.7,8.5,9.3,,36.8,52.5,38.5,50.9,28.3,38.5,
,,,Tabogon,,,,,,,48.1,,47.0,,34.8,,8.5,7.1,9.0,,41.4,54.8,41.6,52.5,29.6,39.9,
,,,Tabuelan,,,,,,,66.5,,53.8,,33.4,,7.6,9.0,11.7,,58.2,74.8,45.9,61.8,27.0,39.9,
,,,Talisay City,,,,,,,18.6,,18.0,,10.7,,16.7,14.3,16.4,,13.5,23.7,13.7,22.2,7.8,13.5,
,,,Toledo City,,,,,,,34.3,,31.5,,18.9,,8.1,7.1,10.7,,29.7,38.8,27.8,35.2,15.6,22.2,
,,,Tuburan,,,,,,,58.4,,45.9,,34.3,,6.1,5.7,7.3,,52.6,64.3,41.6,50.1,30.1,38.4,
,,,Tudela,,,,,,,41.7,,42.7,,24.3,,14.9,14.2,18.1,,31.5,51.9,32.7,52.6,17.1,31.6,
Negros Oriental,,,Amlan,,,,,,,25.7,,24.1,,20.3,,18.9,20.3,15.6,,17.7,33.7,16.1,32.2,15.1,25.5,
,,,Ayungon,,,,,,,49.7,,51.6,,51.3,,8.3,7.2,5.8,,42.9,56.5,45.5,57.7,46.4,56.3,
,,,Bacong,,,,,,,24.2,,20.8,,18.5,,12.1,11.9,11.6,,19.3,29.0,16.7,24.8,15.0,22.0,
,,,Bais City,,,,,,,54.3,,37.2,,31.7,,6.9,8.1,7.8,,48.1,60.4,32.3,42.2,27.7,35.8,
,,,Basay,,,,,,,50.9,,45.8,,46.4,,12.6,12.6,10.1,,40.4,61.5,36.3,55.3,38.7,54.2,
,,,Bayawan City,,,,,,,50.9,,42.6,,37.4,,15.3,7.7,6.9,,38.1,63.8,37.2,48.0,33.2,41.6,
,,,Bindoy,,,,,,,56.7,,59.9,,55.8,,10.1,6.2,7.0,,47.3,66.1,53.8,66.0,49.3,62.2,
,,,Canlaon City,,,,,,,54.0,,35.4,,42.3,,12.3,12.3,10.1,,43.1,64.9,28.3,42.6,35.3,49.3,
,,,Dauin,,,,,,,33.1,,32.4,,28.9,,11.4,10.6,8.4,,26.8,39.3,26.8,38.1,24.9,32.9,
,,,Dumaguete City,,,,,,,9.5,,7.4,,6.5,,17.0,18.6,17.8,,6.9,12.2,5.1,9.7,4.6,8.4,
,,,Guihulngan City,,,,,,,58.6,,45.0,,40.8,,8.2,7.1,6.3,,50.7,66.5,39.8,50.3,36.6,45.1,
,,,Jimalalud,,,,,,,65.3,,50.2,,48.1,,6.3,7.3,6.0,,58.6,72.1,44.1,56.2,43.3,52.8,
,,,La Libertad,,,,,,,55.9,,50.2,,51.0,,7.4,6.9,6.5,,49.1,62.7,44.5,55.9,45.5,56.4,
,,,Mabinay,,,,,,,56.6,,48.8,,40.8,,7.1,7.0,6.6,,50.0,63.2,43.2,54.5,36.4,45.3,
,,,Manjuyod,,,,,,,35.5,,42.5,,33.6,,12.2,8.1,7.1,,28.4,42.6,36.8,48.1,29.6,37.5,
,,,Pamplona,,,,,,,47.3,,35.5,,34.1,,9.7,8.5,10.5,,39.8,54.8,30.5,40.5,28.2,40.0,
,,,San Jose,,,,,,,26.2,,28.7,,28.8,,13.2,15.3,11.2,,20.5,31.9,21.5,36.0,23.4,34.1,
,,,Santa Catalina,,,,,,,53.0,,39.5,,43.1,,8.2,9.1,7.5,,45.8,60.1,33.6,45.4,37.8,48.3,
,,,Siaton,,,,,,,49.6,,48.5,,45.9,,8.8,7.5,6.5,,42.4,56.8,42.5,54.5,41.0,50.8,
,,,Sibulan,,,,,,,21.1,,17.4,,14.7,,15.9,14.6,13.6,,15.6,26.6,13.2,21.6,11.4,18.0,
,,,Tanjay City,,,,,,,29.2,,27.1,,22.7,,11.6,11.4,10.3,,23.6,34.7,22.0,32.1,18.9,26.6,
,,,Tayasan,,,,,,,57.4,,48.5,,41.2,,7.2,7.2,6.7,,50.6,64.2,42.7,54.3,36.7,45.8,
,,,Valencia,,,,,,,36.0,,27.3,,20.5,,9.2,9.2,11.3,,30.5,41.4,23.1,31.4,16.7,24.4,
,,,Vallehermoso,,,,,,,43.8,,47.2,,38.0,,13.1,10.7,10.6,,34.4,53.3,38.8,55.5,31.4,44.7,
,,,Zamboanguita,,,,,,,38.9,,39.1,,32.2,,12.8,12.7,11.6,,30.7,47.1,31.0,47.3,26.0,38.4,
Siquijor,,,Enrique Villanueva,,,,,,,29.8,,28.2,,19.8,,12.8,14.0,15.8,,23.6,36.1,21.7,34.7,14.6,24.9,
,,,Larena,,,,,,,21.0,,21.0,,7.8,,14.4,12.3,17.4,,16.0,26.0,16.7,25.2,5.6,10.0,
,,,Lazi,,,,,,,40.1,,39.5,,28.6,,11.7,8.8,10.3,,32.4,47.8,33.7,45.2,23.8,33.5,
,,,Maria,,,,,,,36.3,,39.1,,25.4,,10.6,8.3,10.4,,29.9,42.6,33.8,44.5,21.1,29.7,
,,,San Juan,,,,,,,39.5,,42.9,,31.4,,12.5,9.3,10.9,,31.4,47.6,36.3,49.4,25.8,37.0,
,,,Siquijor,,,,,,,28.9,,27.0,,18.6,,9.4,8.7,10.6,,24.4,33.3,23.1,30.9,15.4,21.8,
Region VIII,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastern Samar,,,Arteche,,,,,,,48.7,,55.8,,59.2,,8.5,8.1,6.3,,41.9,55.5,48.3,63.2,53.0,65.4,
,,,Balangiga,,,,,,,36.9,,44.2,,40.6,,10.7,10.9,9.3,,30.4,43.5,36.2,52.1,34.3,46.8,
,,,Balangkayan,,,,,,,41.3,,48.6,,51.8,,9.7,10.6,7.4,,34.7,47.9,40.2,57.0,45.5,58.1,
,,,Borongan City,,,,,,,26.4,,37.6,,26.0,,6.1,7.7,7.4,,23.7,29.0,32.9,42.4,22.8,29.1,
,,,Can-avid,,,,,,,44.3,,50.0,,44.7,,6.5,7.5,5.3,,39.5,49.0,43.9,56.2,40.8,48.7,
,,,Dolores,,,,,,,44.0,,50.2,,49.3,,6.6,7.5,5.1,,39.2,48.8,44.0,56.3,45.1,53.5,
,,,General MacArthur,,,,,,,47.3,,48.8,,53.9,,6.0,8.6,5.8,,42.6,51.9,42.0,55.7,48.8,59.0,
,,,Giporlos,,,,,,,44.3,,44.9,,48.1,,9.2,9.3,7.1,,37.7,51.0,38.0,51.8,42.5,53.7,
,,,Guiuan,,,,,,,35.1,,42.0,,36.5,,6.7,8.9,5.6,,31.3,39.0,35.8,48.1,33.2,39.9,
,,,Hernani,,,,,,,42.3,,48.7,,52.7,,10.0,9.9,7.1,,35.3,49.2,40.8,56.7,46.5,58.8,
,,,Jipapad,,,,,,,41.3,,60.6,,60.9,,11.9,8.6,7.8,,33.2,49.4,52.0,69.1,53.1,68.7,
,,,Lawaan,,,,,,,34.0,,45.7,,33.1,,11.7,10.9,9.9,,27.5,40.6,37.5,53.9,27.7,38.5,
,,,Llorente,,,,,,,41.3,,47.2,,47.4,,6.2,7.4,5.7,,37.1,45.5,41.5,52.9,43.0,51.8,
,,,Maslog,,,,,,,57.8,,60.2,,60.5,,10.3,9.6,9.3,,48.0,67.6,50.7,69.6,51.2,69.8,
,,,Maydolong,,,,,,,43.9,,49.1,,40.1,,7.9,8.5,7.1,,38.2,49.7,42.2,55.9,35.4,44.7,
,,,Mercedes,,,,,,,44.3,,39.6,,44.9,,10.7,10.3,7.0,,36.5,52.1,32.9,46.3,39.8,50.1,
,,,Oras,,,,,,,42.5,,51.1,,53.5,,6.1,7.9,4.6,,38.2,46.8,44.5,57.7,49.5,57.6,
,,,Quinapondon,,,,,,,50.3,,51.9,,50.9,,7.4,8.2,5.5,,44.1,56.4,44.9,58.8,46.3,55.5,
,,,Salcedo,,,,,,,40.1,,45.8,,43.9,,6.8,8.5,5.9,,35.6,44.5,39.4,52.2,39.7,48.2,
,,,San Julian,,,,,,,32.4,,45.2,,43.5,,10.4,9.8,8.2,,26.9,37.9,37.9,52.4,37.6,49.4,
,,,San Policarpo,,,,,,,38.2,,46.4,,52.4,,9.4,10.0,6.3,,32.3,44.1,38.8,54.0,47.0,57.9,
,,,Sulat,,,,,,,28.9,,42.0,,36.5,,10.0,11.1,8.7,,24.1,33.7,34.4,49.6,31.3,41.7,
,,,Taft,,,,,,,34.9,,42.2,,39.4,,7.9,9.2,7.3,,30.4,39.4,35.8,48.5,34.6,44.1,
Leyte,,,Abuyog,,,,,,,37.3,,35.4,,35.9,,6.1,5.5,6.2,,33.5,41.0,32.1,38.6,32.3,39.6,
,,,Alangalang,,,,,,,35.7,,34.9,,41.5,,6.1,7.1,5.2,,32.1,39.3,30.8,39.0,38.0,45.0,
,,,Albuera,,,,,,,28.9,,33.6,,38.9,,10.2,10.7,9.1,,24.1,33.7,27.7,39.5,33.1,44.7,
,,,Babatngon,,,,,,,38.6,,38.6,,44.1,,7.6,8.0,6.3,,33.8,43.4,33.5,43.7,39.6,48.6,
,,,Barugo,,,,,,,33.2,,36.6,,37.4,,8.0,7.6,6.8,,28.9,37.6,32.0,41.2,33.2,41.6,
,,,Bato,,,,,,,35.1,,36.4,,40.0,,7.8,7.5,6.5,,30.6,39.6,31.9,40.9,35.7,44.3,
,,,Baybay City,,,,,,,29.5,,31.0,,27.7,,5.5,5.4,7.4,,26.8,32.1,28.3,33.7,24.3,31.1,
,,,Burauen,,,,,,,32.1,,33.3,,36.7,,6.2,5.6,5.2,,28.9,35.4,30.2,36.4,33.6,39.8,
,,,Calubian,,,,,,,34.0,,36.2,,46.2,,6.2,6.7,4.9,,30.5,37.5,32.2,40.2,42.5,49.9,
,,,Capoocan,,,,,,,38.1,,39.8,,44.4,,8.6,9.0,7.7,,32.7,43.5,33.9,45.6,38.8,50.0,
,,,Carigara,,,,,,,31.4,,32.1,,34.7,,6.1,6.9,6.5,,28.2,34.5,28.5,35.8,31.0,38.5,
,,,Dagami,,,,,,,30.6,,35.0,,46.2,,8.3,5.8,5.1,,26.4,34.7,31.7,38.3,42.3,50.0,
,,,Dulag,,,,,,,32.2,,33.6,,33.6,,7.0,6.9,6.6,,28.5,35.9,29.7,37.4,29.9,37.2,
,,,Hilongos,,,,,,,29.6,,30.6,,37.4,,6.7,6.9,6.6,,26.3,32.8,27.2,34.1,33.4,41.5,
,,,Hindang,,,,,,,24.1,,32.1,,32.5,,11.1,9.8,9.2,,19.7,28.5,26.9,37.2,27.6,37.4,
,,,Inopacan,,,,,,,30.1,,30.7,,32.8,,10.3,10.8,8.8,,25.0,35.2,25.3,36.2,28.0,37.5,
,,,Isabel,,,,,,,18.4,,23.7,,23.9,,12.6,10.1,9.7,,14.6,22.2,19.7,27.6,20.1,27.7,
,,,Jaro,,,,,,,35.1,,37.4,,45.0,,6.6,6.9,5.7,,31.3,38.9,33.1,41.6,40.7,49.2,
,,,Javier (Bugho),,,,,,,38.0,,36.7,,41.3,,7.8,7.4,6.3,,33.1,42.9,32.2,41.1,37.1,45.6,
,,,Julita,,,,,,,29.9,,33.3,,36.8,,9.2,8.6,7.6,,25.3,34.4,28.6,38.1,32.2,41.4,
,,,Kananga,,,,,,,37.8,,40.6,,40.2,,8.8,9.4,7.5,,32.3,43.3,34.4,46.9,35.3,45.2,
,,,Lapaz,,,,,,,29.1,,35.8,,45.4,,8.5,7.5,5.5,,25.0,33.2,31.4,40.3,41.3,49.5,
,,,Leyte,,,,,,,47.8,,46.7,,53.6,,7.0,7.4,5.6,,42.3,53.3,41.0,52.4,48.7,58.5,
,,,MacArthur,,,,,,,34.2,,36.6,,42.5,,8.4,8.1,6.5,,29.5,39.0,31.7,41.5,37.9,47.1,
,,,Mahaplag,,,,,,,41.8,,41.2,,39.7,,8.1,8.6,7.3,,36.2,47.4,35.3,47.0,34.9,44.5,
,,,Matag-ob,,,,,,,37.5,,35.7,,49.6,,9.9,9.4,7.1,,31.4,43.6,30.1,41.2,43.8,55.3,
,,,Matalom,,,,,,,33.0,,34.7,,41.3,,8.1,7.6,6.7,,28.6,37.4,30.3,39.0,36.7,45.8,
,,,Mayorga,,,,,,,31.9,,36.4,,31.5,,10.0,8.4,11.2,,26.6,37.1,31.3,41.4,25.7,37.3,
,,,Merida,,,,,,,28.3,,32.0,,38.7,,10.3,10.0,8.1,,23.5,33.0,26.7,37.2,33.6,43.8,
,,,Ormoc City,,,,,,,25.5,,28.3,,25.7,,6.3,6.5,6.9,,22.9,28.1,25.3,31.4,22.8,28.6,
,,,Palo,,,,,,,19.5,,24.6,,17.9,,10.7,7.4,9.8,,16.1,23.0,21.6,27.6,15.0,20.8,
,,,Palompon,,,,,,,30.1,,30.3,,27.7,,6.5,6.5,5.9,,26.9,33.4,27.1,33.5,25.0,30.4,
,,,Pastrana,,,,,,,41.6,,35.9,,49.5,,7.3,8.0,6.9,,36.6,46.6,31.2,40.6,43.8,55.2,
,,,San Isidro,,,,,,,37.4,,41.2,,47.1,,9.4,8.6,7.4,,31.6,43.2,35.4,47.1,41.3,52.9,
,,,San Miguel,,,,,,,39.2,,35.9,,46.4,,8.4,9.0,7.4,,33.8,44.6,30.6,41.2,40.8,52.0,
,,,Santa Fe,,,,,,,33.2,,31.4,,43.9,,10.2,12.3,6.8,,27.6,38.7,25.0,37.7,39.0,48.8,
,,,Tabango,,,,,,,37.7,,40.8,,46.3,,9.7,10.7,8.3,,31.6,43.7,33.6,47.9,40.0,52.6,
,,,Tabontabon,,,,,,,34.4,,36.8,,45.4,,11.9,9.2,7.8,,27.7,41.1,31.2,42.4,39.6,51.3,
,,,Tacloban City,,,,,,,10.9,,20.5,,9.8,,13.8,7.1,16.1,,8.4,13.3,18.0,22.9,7.2,12.3,
,,,Tanauan,,,,,,,25.1,,27.0,,28.9,,8.1,8.5,6.8,,21.7,28.5,23.2,30.7,25.7,32.1,
,,,Tolosa,,,,,,,18.2,,24.4,,20.7,,13.8,11.4,15.4,,14.1,22.3,19.9,29.0,15.4,25.9,
,,,Tunga,,,,,,,21.2,,23.1,,22.8,,14.5,15.3,15.5,,16.1,26.2,17.3,28.8,17.0,28.6,
,,,Villaba,,,,,,,36.5,,35.4,,44.8,,7.8,6.9,5.9,,31.8,41.2,31.4,39.4,40.4,49.1,
Northern Samar,,,Allen,,,,,,,21.4,,31.5,,35.1,,12.6,8.3,7.1,,17.0,25.8,27.2,35.8,31.0,39.2,
,,,Biri,,,,,,,39.4,,50.7,,55.4,,12.6,9.1,9.9,,31.2,47.6,43.1,58.3,46.4,64.4,
,,,Bobon,,,,,,,34.2,,45.9,,40.1,,9.5,7.1,7.8,,28.9,39.6,40.6,51.3,35.0,45.3,
,,,Capul,,,,,,,38.5,,41.6,,45.2,,10.8,11.1,8.2,,31.7,45.4,34.0,49.2,39.2,51.3,
,,,Catarman,,,,,,,29.8,,43.4,,34.8,,7.4,5.8,5.8,,26.2,33.5,39.3,47.5,31.5,38.2,
,,,Catubig,,,,,,,47.1,,52.8,,54.2,,6.2,5.6,4.4,,42.3,51.9,47.9,57.7,50.3,58.1,
,,,Gamay,,,,,,,40.4,,48.7,,51.4,,7.6,6.9,5.9,,35.3,45.4,43.2,54.3,46.4,56.4,
,,,Laoang,,,,,,,39.5,,47.6,,51.7,,5.4,5.8,4.6,,35.9,43.0,43.1,52.2,47.8,55.6,
,,,Lapinig,,,,,,,54.4,,51.9,,55.4,,8.2,8.7,6.9,,47.1,61.7,44.5,59.3,49.1,61.6,
,,,Las Navas,,,,,,,58.8,,57.1,,57.5,,6.2,5.6,5.5,,52.8,64.8,51.8,62.3,52.3,62.7,
,,,Lavezares,,,,,,,51.1,,45.6,,48.6,,7.6,7.8,5.8,,44.7,57.5,39.8,51.5,43.9,53.3,
,,,Mapanas,,,,,,,54.8,,58.4,,53.3,,8.0,8.8,8.3,,47.5,62.0,49.9,66.8,45.9,60.6,
,,,Mondragon,,,,,,,42.6,,52.2,,53.6,,8.6,6.8,6.5,,36.6,48.6,46.4,58.1,47.9,59.3,
,,,Palapag,,,,,,,50.4,,52.1,,51.7,,6.6,5.3,5.2,,44.9,55.8,47.5,56.6,47.3,56.2,
,,,Pambujan,,,,,,,47.3,,51.6,,55.5,,7.8,7.0,5.6,,41.2,53.4,45.6,57.5,50.4,60.6,
,,,Rosario,,,,,,,39.3,,41.6,,43.5,,10.0,9.4,8.4,,32.8,45.7,35.1,48.0,37.5,49.4,
,,,San Antonio,,,,,,,28.3,,32.5,,36.6,,14.9,12.6,10.6,,21.4,35.3,25.7,39.2,30.2,42.9,
,,,San Isidro,,,,,,,35.0,,43.6,,40.9,,9.9,8.9,7.7,,29.3,40.8,37.2,50.0,35.7,46.1,
,,,San Jose,,,,,,,32.2,,46.1,,48.1,,10.6,7.3,8.1,,26.6,37.8,40.6,51.6,41.7,54.5,
,,,San Roque,,,,,,,49.3,,52.7,,51.0,,7.9,7.6,6.4,,42.9,55.7,46.2,59.3,45.7,56.3,
,,,San Vicente,,,,,,,30.1,,43.5,,45.7,,15.1,10.8,9.9,,22.6,37.5,35.7,51.2,38.3,53.1,
,,,Silvino Lobos,,,,,,,59.8,,64.8,,71.6,,7.3,5.9,4.7,,52.7,67.0,58.5,71.1,66.0,77.2,
,,,Victoria,,,,,,,34.7,,37.7,,40.9,,9.9,9.8,8.6,,29.0,40.3,31.6,43.8,35.1,46.6,
,,,Lope De Vega,,,,,,,52.5,,58.2,,63.3,,7.7,8.0,7.1,,45.9,59.2,50.5,65.9,55.9,70.7,
Samar (Western),,,Almagro,,,,,,,28.5,,39.5,,48.1,,9.7,8.7,6.8,,24.0,33.1,33.8,45.1,42.7,53.4,
,,,Basey,,,,,,,30.9,,39.1,,34.8,,7.9,6.7,6.4,,26.9,34.9,34.7,43.4,31.2,38.4,
,,,Calbayog City,,,,,,,28.8,,38.7,,24.9,,7.0,4.9,6.3,,25.5,32.1,35.6,41.8,22.3,27.4,
,,,Calbiga,,,,,,,40.0,,39.0,,37.4,,8.6,7.6,7.6,,34.4,45.7,34.2,43.9,32.8,42.1,
,,,Catbalogan City,,,,,,,21.1,,33.6,,17.9,,10.3,7.7,10.9,,17.6,24.7,29.3,37.9,14.7,21.1,
,,,Daram,,,,,,,47.2,,51.2,,52.7,,6.1,6.0,6.2,,42.4,52.0,46.1,56.2,47.3,58.1,
,,,Gandara,,,,,,,37.9,,43.8,,46.4,,7.0,5.0,5.3,,33.5,42.3,40.2,47.4,42.4,50.5,
,,,Hinabangan,,,,,,,36.1,,43.8,,34.0,,9.3,8.1,10.4,,30.6,41.6,38.0,49.6,28.2,39.9,
,,,Jiabong,,,,,,,48.4,,41.7,,37.1,,9.0,8.8,8.9,,41.2,55.5,35.6,47.7,31.7,42.6,
,,,Marabut,,,,,,,35.0,,44.4,,37.2,,8.2,7.3,7.6,,30.2,39.7,39.1,49.7,32.5,41.8,
,,,Matuguinao,,,,,,,64.2,,57.5,,51.8,,8.2,8.1,9.1,,55.5,72.8,49.8,65.1,44.0,59.5,
,,,Motiong,,,,,,,60.6,,45.9,,42.0,,9.0,8.6,8.6,,51.7,69.6,39.4,52.4,36.1,48.0,
,,,Pinabacdao,,,,,,,39.1,,45.0,,47.0,,8.3,7.0,7.1,,33.8,44.5,39.8,50.2,41.5,52.5,
,,,San Jose de Buan,,,,,,,55.0,,57.8,,43.2,,9.1,8.9,13.2,,46.7,63.3,49.3,66.2,33.8,52.6,
,,,San Sebastian,,,,,,,49.0,,43.0,,40.8,,9.8,8.6,9.3,,41.1,56.9,36.9,49.0,34.5,47.0,
,,,Santa Margarita,,,,,,,36.1,,40.7,,33.1,,7.6,8.6,9.7,,31.5,40.6,35.0,46.5,27.9,38.4,
,,,Santa Rita,,,,,,,42.0,,41.3,,48.2,,7.4,7.8,7.0,,36.9,47.1,35.9,46.6,42.6,53.7,
,,,Santo Nino,,,,,,,38.6,,45.3,,40.0,,10.7,10.4,10.0,,31.8,45.4,37.5,53.1,33.4,46.6,
,,,Talalora,,,,,,,37.7,,47.0,,45.4,,10.9,10.3,10.0,,30.9,44.5,39.0,55.0,37.9,52.9,
,,,Tarangnan,,,,,,,44.9,,46.3,,47.5,,7.5,6.9,6.5,,39.4,50.4,41.0,51.5,42.4,52.6,
,,,Villareal,,,,,,,36.5,,42.1,,42.8,,7.9,6.6,6.3,,31.7,41.3,37.5,46.6,38.4,47.2,
,,,Paranas (Wright),,,,,,,38.3,,42.5,,31.8,,6.8,6.9,7.4,,34.0,42.6,37.7,47.4,27.9,35.7,
,,,Zumurraga,,,,,,,46.1,,49.9,,49.5,,6.8,7.7,7.2,,40.9,51.2,43.6,56.2,43.6,55.4,
,,,Tagapul-an,,,,,,,38.3,,42.5,,49.5,,10.6,9.9,8.0,,31.7,45.0,35.5,49.4,43.0,56.0,
,,,San Jorge,,,,,,,36.6,,42.3,,41.1,,8.3,6.7,7.0,,31.6,41.6,37.6,46.9,36.4,45.9,
,,,Pagsanghan,,,,,,,31.8,,40.6,,38.0,,11.3,8.7,9.4,,25.9,37.6,34.8,46.3,32.1,43.9,
Southern Leyte,,,Anahawan,,,,,,,22.4,,29.7,,39.1,,14.1,12.5,9.4,,17.2,27.6,23.6,35.8,33.0,45.2,
,,,Bontoc,,,,,,,35.8,,43.2,,39.8,,7.1,6.3,6.3,,31.6,39.9,38.7,47.7,35.7,44.0,
,,,Hinunangan,,,,,,,27.6,,37.6,,33.8,,8.7,7.1,7.0,,23.6,31.5,33.2,42.0,29.9,37.7,
,,,Hinundayan,,,,,,,17.5,,31.7,,36.3,,14.3,10.3,8.3,,13.4,21.6,26.3,37.1,31.3,41.2,
,,,Libagon,,,,,,,30.3,,42.1,,40.9,,10.2,8.9,7.8,,25.2,35.4,35.9,48.2,35.7,46.1,
,,,Liloan,,,,,,,30.1,,39.3,,42.5,,8.4,8.1,7.6,,25.9,34.3,34.1,44.6,37.2,47.8,
,,,Maasin City,,,,,,,23.9,,31.4,,29.4,,8.1,6.3,8.2,,20.7,27.0,28.1,34.6,25.4,33.3,
,,,Macrohon,,,,,,,25.9,,33.6,,35.6,,8.6,7.8,6.7,,22.3,29.6,29.3,37.9,31.6,39.5,
,,,Malitbog,,,,,,,25.4,,40.6,,45.0,,9.3,7.2,4.8,,21.5,29.2,35.7,45.4,41.5,48.6,
,,,Padre Burgos,,,,,,,20.5,,33.9,,30.9,,14.5,10.9,12.4,,15.6,25.4,27.8,40.0,24.6,37.2,
,,,Pintuyan,,,,,,,30.6,,43.2,,44.4,,9.5,8.1,6.1,,25.9,35.4,37.4,49.0,39.9,48.9,
,,,Saint Bernard,,,,,,,34.0,,42.7,,39.5,,7.6,6.9,6.7,,29.7,38.2,37.9,47.6,35.1,43.9,
,,,San Francisco,,,,,,,26.3,,36.7,,40.0,,9.9,7.2,7.6,,22.0,30.6,32.4,41.1,35.0,45.0,
,,,San Juan (Cabalian)),,,,,,,22.8,,33.6,,35.9,,12.9,9.0,7.5,,17.9,27.6,28.7,38.6,31.5,40.3,
,,,San Ricardo,,,,,,,27.6,,42.5,,46.0,,13.4,8.0,8.3,,21.5,33.7,36.9,48.1,39.7,52.3,
,,,Silago,,,,,,,30.6,,38.1,,31.1,,11.0,11.0,13.1,,25.0,36.1,31.2,44.9,24.4,37.8,
,,,Sogod,,,,,,,31.3,,36.8,,39.1,,7.6,7.1,6.2,,27.4,35.2,32.6,41.1,35.1,43.1,
,,,Tomas Oppus,,,,,,,27.3,,39.7,,42.2,,9.9,7.0,5.9,,22.9,31.8,35.2,44.3,38.1,46.3,
,,,Limasawa,,,,,,,25.1,,37.3,,48.5,,16.4,13.1,10.6,,18.3,31.8,29.3,45.3,40.1,57.0,
Biliran,,,Almera,,,,,,,20.5,,26.8,,25.1,,15.8,13.0,12.6,,15.2,25.8,21.1,32.5,19.9,30.3,
,,,Biliran,,,,,,,23.3,,33.2,,32.7,,15.6,12.7,10.1,,17.3,29.3,26.3,40.1,27.2,38.1,
,,,Cabucgayab,,,,,,,26.3,,35.2,,38.5,,13.5,11.5,9.3,,20.5,32.2,28.6,41.9,32.7,44.4,
,,,Caibiran,,,,,,,27.6,,38.3,,36.3,,10.4,10.3,7.9,,22.9,32.3,31.8,44.8,31.6,41.0,
,,,Culaba,,,,,,,27.4,,35.5,,31.7,,12.6,9.9,10.5,,21.7,33.0,29.7,41.3,26.2,37.2,
,,,Kawayan,,,,,,,24.2,,33.5,,32.0,,13.9,10.4,9.6,,18.6,29.7,27.8,39.2,26.9,37.0,
,,,Maripipi,,,,,,,20.1,,28.0,,41.8,,13.3,12.5,8.5,,15.7,24.5,22.2,33.8,35.9,47.6,
,,,Naval,,,,,,,19.9,,27.8,,21.7,,12.6,8.6,10.2,,15.8,24.1,23.8,31.7,18.1,25.4,
Region IX,,,,,,,,,,,,,,,,,,,,,,,,,,
Zamboanga del Norte,,,Dapitan City,,,,,,,46.7,,40.0,,38.3,,11.3,11.3,4.5,,38.0,55.3,32.6,47.5,35.5,41.1,
,,,Dipolog City,,,,,,,33.0,,26.8,,40.3,,16.7,19.5,3.5,,24.0,42.1,18.2,35.4,38.0,42.6,
,,,Katipunan,,,,,,,58.9,,57.1,,52.3,,10.2,7.7,3.3,,49.0,68.8,49.9,64.3,49.4,55.1,
,,,La Libertad,,,,,,,43.0,,45.0,,47.9,,16.7,16.7,9.8,,31.2,54.9,32.6,57.4,40.2,55.6,
,,,Labason,,,,,,,54.7,,48.9,,46.7,,12.1,12.2,7.6,,43.8,65.5,39.1,58.7,40.8,52.5,
,,,Liloy,,,,,,,50.9,,51.4,,39.1,,11.7,10.0,5.9,,41.1,60.7,43.0,59.8,35.3,42.9,
,,,Manukan,,,,,,,58.9,,68.2,,51.7,,9.5,7.9,6.4,,49.6,68.1,59.4,77.1,46.3,57.1,
,,,Mutia,,,,,,,42.9,,57.8,,43.8,,16.0,11.7,9.0,,31.6,54.2,46.7,68.9,37.3,50.3,
,,,Piñan,,,,,,,45.8,,55.5,,40.2,,12.8,9.7,8.1,,36.1,55.4,46.7,64.4,34.9,45.5,
,,,Polanco,,,,,,,47.1,,47.3,,36.8,,12.6,10.7,7.7,,37.3,56.9,39.0,55.7,32.1,41.4,
,,,Pres. Manuel A. Roxas,,,,,,,59.6,,66.3,,51.3,,8.3,7.1,5.7,,51.5,67.8,58.5,74.1,46.4,56.1,
,,,Rizal,,,,,,,47.0,,37.3,,33.4,,13.7,14.5,9.5,,36.4,57.5,28.4,46.1,28.1,38.6,
,,,Salug,,,,,,,54.8,,60.2,,49.5,,11.5,8.7,7.3,,44.5,65.2,51.6,68.8,43.5,55.4,
,,,Sergio Osmeña Sr.,,,,,,,59.3,,65.8,,59.9,,9.2,8.4,6.0,,50.3,68.3,56.7,74.9,54.0,65.9,
